cola_p1,cola_p2,dist_p1,dist_p2,clima_severidad,desgaste_motor,pendiente_p1,pendiente_p2,tiempo_giro_p1,tiempo_giro_p2,decision_optima,eta_minutos
14,16,5.0,12.0,0.05661497313472341,0.7974489200763102,18.0,5.0,172,179,Pala 1,57.7
44,28,5.0,12.0,0.1698828751608249,0.11914819347259398,18.0,5.0,159,43,Pala 2,95.9
0,29,5.0,12.0,0.2852977208902282,0.4080102314975367,18.0,5.0,162,34,Pala 1,22.6
24,6,5.0,12.0,0.2826256059514931,0.32381853455827503,18.0,5.0,133,156,Pala 2,44.5
6,32,5.0,12.0,0.6734208002468706,0.5855918252204543,18.0,5.0,122,46,Pala 1,40.1
8,6,5.0,12.0,0.018348661673632582,0.30151453523953353,18.0,5.0,70,111,Pala 1,34.1
23,23,5.0,12.0,0.7556817770495199,0.6373136296671327,18.0,5.0,61,100,Pala 1,85.1
0,10,5.0,12.0,0.2653424748069332,0.36738728915195784,18.0,5.0,135,119,Pala 1,17.9
43,8,5.0,12.0,0.3100218462161024,0.8607903810304645,18.0,5.0,31,108,Pala 2,49.7
7,11,5.0,12.0,0.5279098279439243,0.6338838402196115,18.0,5.0,39,122,Pala 1,41.5
23,34,5.0,12.0,0.21592560093895752,0.21529829732144612,18.0,5.0,148,94,Pala 1,71.5
10,3,5.0,12.0,0.8844713135755276,0.33612942202808704,18.0,5.0,130,161,Pala 2,35.0
16,35,5.0,12.0,0.08536877932656528,0.8474208876266558,18.0,5.0,139,38,Pala 1,62.5
7,27,5.0,12.0,0.44438236230106487,0.3864797499874585,18.0,5.0,96,65,Pala 1,39.3
34,12,5.0,12.0,0.84942226945489,0.5357990655656452,18.0,5.0,52,151,Pala 2,58.5
34,22,5.0,12.0,0.6158438944212358,0.6489419359523327,18.0,5.0,127,117,Pala 2,82.9
32,18,5.0,12.0,0.29232951584263345,0.34780964958591676,18.0,5.0,126,150,Pala 2,76.1
4,41,5.0,12.0,0.4207602077764607,0.2939786307580683,18.0,5.0,35,175,Pala 1,29.7
41,36,5.0,12.0,0.7066943803425146,0.4752549026080286,18.0,5.0,42,172,Pala 2,121.1
38,38,5.0,12.0,0.9732607433638993,0.2148809720927891,18.0,5.0,50,49,Pala 1,120.6
40,23,5.0,12.0,0.8931387183794335,0.2842105869190634,18.0,5.0,87,87,Pala 2,85.2
27,15,5.0,12.0,0.3424328083823768,0.062078484032036085,18.0,5.0,149,69,Pala 2,63.0
6,32,5.0,12.0,0.9981978792878575,0.30397027597100545,18.0,5.0,149,95,Pala 1,47.5
8,11,5.0,12.0,0.003504663531058272,0.3207040933635693,18.0,5.0,165,118,Pala 1,33.2
7,33,5.0,12.0,0.02762975580841509,0.9618331662913197,18.0,5.0,106,170,Pala 1,35.1
11,6,5.0,12.0,0.8238405151711938,0.5897288254658801,18.0,5.0,127,42,Pala 2,40.9
33,10,5.0,12.0,0.19946268683305202,0.7873824254158056,18.0,5.0,87,91,Pala 2,53.2
32,30,5.0,12.0,0.06076926839624086,0.04537725278032245,18.0,5.0,115,75,Pala 1,92.7
47,28,5.0,12.0,0.23714807323650222,0.10653669360837192,18.0,5.0,30,172,Pala 2,98.7
22,12,5.0,12.0,0.4261001539808602,0.8145369608625923,18.0,5.0,106,122,Pala 2,56.8
23,30,5.0,12.0,0.7305662704334048,0.6235495494176357,18.0,5.0,39,52,Pala 1,84.4
36,1,5.0,12.0,0.6243355265512055,0.1909820305402029,18.0,5.0,98,130,Pala 2,35.1
34,38,5.0,12.0,0.23762121756042043,0.40479540586173823,18.0,5.0,177,96,Pala 1,104.8
43,14,5.0,12.0,0.5032704481005844,0.5386724999816228,18.0,5.0,91,143,Pala 2,64.1
39,10,5.0,12.0,0.9262141053985687,0.8436098291374418,18.0,5.0,42,95,Pala 2,53.6
21,33,5.0,12.0,0.8150077769837577,0.06041199169449418,18.0,5.0,39,79,Pala 1,76.9
26,38,5.0,12.0,0.3231897848317934,0.5967222893673624,18.0,5.0,32,170,Pala 1,87.3
34,3,5.0,12.0,0.9822645613556963,0.7170359215866839,18.0,5.0,63,31,Pala 2,39.7
0,10,5.0,12.0,0.708620400435131,0.9778918579104594,18.0,5.0,63,63,Pala 1,32.0
34,28,5.0,12.0,0.06244935566678178,0.8071600782921844,18.0,5.0,114,69,Pala 2,98.9
36,1,5.0,12.0,0.03516071328863868,0.2762273135652734,18.0,5.0,87,98,Pala 2,27.2
46,15,5.0,12.0,0.16840794901002998,0.7095791938782651,18.0,5.0,134,106,Pala 2,64.2
13,38,5.0,12.0,0.7278558680501468,0.7632778849269771,18.0,5.0,38,57,Pala 1,60.0
2,12,5.0,12.0,0.1837389258424279,0.7297354999183951,18.0,5.0,70,142,Pala 1,27.7
0,36,5.0,12.0,0.5114867692088335,0.82014406795187,18.0,5.0,54,85,Pala 1,28.1
4,16,5.0,12.0,0.09326012018083174,0.9037299762136376,18.0,5.0,65,141,Pala 1,29.6
25,20,5.0,12.0,0.9208861578301951,0.09842986898934025,18.0,5.0,37,55,Pala 2,76.6
13,43,5.0,12.0,0.34396061358356755,0.10476385768111884,18.0,5.0,155,44,Pala 1,51.8
38,18,5.0,12.0,0.9081320565606308,0.796399988770646,18.0,5.0,143,79,Pala 2,73.5
26,6,5.0,12.0,0.9448756419105443,0.2523724765214709,18.0,5.0,134,163,Pala 2,46.6
8,37,5.0,12.0,0.006128647313680791,0.05854142195007794,18.0,5.0,122,97,Pala 1,33.1
14,7,5.0,12.0,0.46413518719873204,0.4012291809806058,18.0,5.0,118,161,Pala 2,46.9
14,12,5.0,12.0,0.024656055706892888,0.8198769118260781,18.0,5.0,67,106,Pala 1,53.3
25,36,5.0,12.0,0.9086927663029059,0.12656502381398038,18.0,5.0,121,38,Pala 1,89.8
41,1,5.0,12.0,0.5184075447345758,0.6718419718044675,18.0,5.0,148,43,Pala 2,30.2
12,40,5.0,12.0,0.07494401269849682,0.0036158617715676966,18.0,5.0,130,69,Pala 1,41.9
31,10,5.0,12.0,0.11027672827656687,0.10973744721244993,18.0,5.0,142,160,Pala 2,53.3
38,23,5.0,12.0,0.38350902449273905,0.35085034576848684,18.0,5.0,57,62,Pala 2,86.4
48,5,5.0,12.0,0.9402341928728895,0.08360228102441403,18.0,5.0,128,108,Pala 2,42.1
31,25,5.0,12.0,0.6929091515680809,0.8459016674371129,18.0,5.0,165,89,Pala 2,94.5
3,6,5.0,12.0,0.8676188661891324,0.8640705031454688,18.0,5.0,70,93,Pala 1,38.5
29,38,5.0,12.0,0.36645664633997965,0.7555707030995242,18.0,5.0,147,91,Pala 1,99.1
36,18,5.0,12.0,0.04321369954999832,0.24247963139561746,18.0,5.0,52,108,Pala 2,71.1
22,5,5.0,12.0,0.9743176372044141,0.5232470752399798,18.0,5.0,52,164,Pala 2,46.1
38,42,5.0,12.0,0.017172990662369547,0.1841885255233714,18.0,5.0,61,105,Pala 1,109.5
44,28,5.0,12.0,0.947651653081089,0.2812784500731108,18.0,5.0,167,79,Pala 2,100.0
14,42,5.0,12.0,0.3686774238491447,0.5160052921737911,18.0,5.0,110,68,Pala 1,59.6
42,38,5.0,12.0,0.010090405021881521,0.7350138084607978,18.0,5.0,128,134,Pala 1,122.6
28,1,5.0,12.0,0.6891572317245083,0.09465438039363916,18.0,5.0,92,99,Pala 2,33.5
35,18,5.0,12.0,0.9805403040313542,0.29669669762808615,18.0,5.0,65,55,Pala 2,73.0
12,3,5.0,12.0,0.9656257228375925,0.9266213485719222,18.0,5.0,122,87,Pala 2,38.9
31,5,5.0,12.0,0.16093701120241843,0.42912331778188817,18.0,5.0,75,102,Pala 2,40.4
6,48,5.0,12.0,0.18124780606615498,0.9388696739093144,18.0,5.0,56,81,Pala 1,36.2
21,36,5.0,12.0,0.5655389146196601,0.9914005415521356,18.0,5.0,105,173,Pala 1,84.0
27,27,5.0,12.0,0.6373048264283244,0.5266598261114159,18.0,5.0,130,77,Pala 1,93.5
1,29,5.0,12.0,0.7394179136658656,0.28804400978485056,18.0,5.0,38,56,Pala 1,28.0
41,6,5.0,12.0,0.1810503604721475,0.790776808572579,18.0,5.0,158,129,Pala 2,46.7
44,8,5.0,12.0,0.9590070867644345,0.15931073552501496,18.0,5.0,85,51,Pala 2,52.6
5,24,5.0,12.0,0.6387392562892379,0.2520468596720705,18.0,5.0,116,71,Pala 1,37.1
27,32,5.0,12.0,0.8470469188705548,0.7848799094992822,18.0,5.0,47,138,Pala 1,97.5
27,0,5.0,12.0,0.5400657152841718,0.4336459247320299,18.0,5.0,71,62,Pala 2,28.4
43,5,5.0,12.0,0.4142768475898826,0.20153793698766675,18.0,5.0,140,138,Pala 2,40.5
43,17,5.0,12.0,0.977182906594996,0.6511257449523244,18.0,5.0,102,167,Pala 2,75.3
19,9,5.0,12.0,0.5821213708198361,0.7327618613816829,18.0,5.0,94,76,Pala 2,52.4
29,27,5.0,12.0,0.8668735827991789,0.12507123945056908,18.0,5.0,162,125,Pala 1,99.1
10,10,5.0,12.0,0.9532923963662899,0.27698025997493414,18.0,5.0,39,154,Pala 1,51.7
27,32,5.0,12.0,0.6753546270086592,0.22127675537223324,18.0,5.0,89,108,Pala 1,88.1
24,0,5.0,12.0,0.548938678518675,0.37985462876245213,18.0,5.0,101,68,Pala 2,28.1
38,12,5.0,12.0,0.0035108509106506203,0.7634448955760644,18.0,5.0,81,151,Pala 2,57.7
32,36,5.0,12.0,0.04001964073900599,0.7137081022743242,18.0,5.0,91,75,Pala 1,96.8
0,19,5.0,12.0,0.20085121605111633,0.662523910383704,18.0,5.0,146,101,Pala 1,19.6
26,0,5.0,12.0,0.18600843185599525,0.0062855458685912025,18.0,5.0,154,80,Pala 2,24.9
12,2,5.0,12.0,0.25475879519984534,0.14214331338038944,18.0,5.0,89,54,Pala 2,30.7
40,17,5.0,12.0,0.3049346376976608,0.22329754910206678,18.0,5.0,115,111,Pala 2,68.2
2,40,5.0,12.0,0.36006549355072826,0.2719558460388496,18.0,5.0,172,172,Pala 1,24.9
38,13,5.0,12.0,0.42053769006887654,0.1464265416489,18.0,5.0,124,87,Pala 2,59.6
5,30,5.0,12.0,0.09886633845601467,0.41031555147388965,18.0,5.0,36,55,Pala 1,27.2
7,26,5.0,12.0,0.04236193195278204,0.07518058501402591,18.0,5.0,68,70,Pala 1,33.7
26,16,5.0,12.0,0.6739444490730234,0.7500221903877807,18.0,5.0,36,73,Pala 2,70.3
8,45,5.0,12.0,0.5373348248430777,0.787720787296105,18.0,5.0,169,114,Pala 1,46.6
36,28,5.0,12.0,0.44414420222011963,0.5742666896008981,18.0,5.0,43,51,Pala 2,97.4
32,35,5.0,12.0,0.6344399411683523,0.08970487704196783,18.0,5.0,63,139,Pala 1,95.7
41,36,5.0,12.0,0.8276794072035405,0.890083169546758,18.0,5.0,151,66,Pala 2,121.3
43,25,5.0,12.0,0.4276929091162046,0.9656358287081145,18.0,5.0,102,147,Pala 2,93.6
23,16,5.0,12.0,0.6411194650519794,0.20236356032178937,18.0,5.0,93,130,Pala 2,68.2
14,21,5.0,12.0,0.9535722238351587,0.7046398194407197,18.0,5.0,126,171,Pala 1,66.6
31,24,5.0,12.0,0.8396244958615607,0.8419386306424858,18.0,5.0,41,33,Pala 2,91.0
31,1,5.0,12.0,0.42600081050240945,0.5398435225427023,18.0,5.0,155,53,Pala 2,32.7
23,21,5.0,12.0,0.644716837814743,0.32332309952674887,18.0,5.0,63,94,Pala 1,80.3
40,4,5.0,12.0,0.17707092191593976,0.47855871508035264,18.0,5.0,56,95,Pala 2,33.2
48,3,5.0,12.0,0.5605221848950899,0.512268750784452,18.0,5.0,179,42,Pala 2,36.5
48,35,5.0,12.0,0.9813282911384428,0.4006370441880279,18.0,5.0,47,56,Pala 2,120.3
11,5,5.0,12.0,0.5183151152025223,0.9298424936337062,18.0,5.0,175,145,Pala 2,44.3
38,20,5.0,12.0,0.9276382991901473,0.743883110942502,18.0,5.0,66,110,Pala 2,83.3
1,12,5.0,12.0,0.4073349205032607,0.24130164225496398,18.0,5.0,164,150,Pala 1,18.9
2,36,5.0,12.0,0.9988448271846312,0.5855571873198685,18.0,5.0,97,138,Pala 1,37.7
48,24,5.0,12.0,0.5792200352275578,0.6886891509311674,18.0,5.0,109,174,Pala 2,91.0
36,25,5.0,12.0,0.042268994235934554,0.14015642170213027,18.0,5.0,115,98,Pala 2,86.5
48,38,5.0,12.0,0.5867547966913881,0.3584257423801488,18.0,5.0,89,86,Pala 2,124.7
16,19,5.0,12.0,0.27457269567959663,0.905548281603916,18.0,5.0,77,101,Pala 1,64.9
48,32,5.0,12.0,0.03248132203589471,0.5671731001852015,18.0,5.0,129,137,Pala 2,108.0
1,13,5.0,12.0,0.8208533046946633,0.21699774606031685,18.0,5.0,113,102,Pala 1,29.8
1,35,5.0,12.0,0.2757296369807559,0.12278479811915077,18.0,5.0,124,47,Pala 1,17.3
27,16,5.0,12.0,0.7965485540464985,0.5182268934748777,18.0,5.0,81,45,Pala 2,65.9
22,20,5.0,12.0,0.28821758295586697,0.5476857230291441,18.0,5.0,106,125,Pala 2,76.7
36,45,5.0,12.0,0.19432635387377428,0.33441445135461234,18.0,5.0,113,69,Pala 1,105.4
31,15,5.0,12.0,0.9739355741044274,0.6304160284191185,18.0,5.0,83,68,Pala 2,68.7
32,45,5.0,12.0,0.36164532775501956,0.06868468621938872,18.0,5.0,179,85,Pala 1,100.0
0,15,5.0,12.0,0.6013762114431604,0.14513969326614062,18.0,5.0,68,146,Pala 1,19.9
18,19,5.0,12.0,0.6099814928144716,0.5462738210112592,18.0,5.0,52,83,Pala 1,69.3
1,28,5.0,12.0,0.5604734821735018,0.061815693844453956,18.0,5.0,77,75,Pala 1,18.4
43,27,5.0,12.0,0.9146957435212146,0.8809087649911006,18.0,5.0,142,72,Pala 2,98.3
25,7,5.0,12.0,0.6744410713668685,0.1421463704565168,18.0,5.0,149,33,Pala 2,41.4
31,23,5.0,12.0,0.4037330041049302,0.6739198740845365,18.0,5.0,156,34,Pala 2,87.1
5,2,5.0,12.0,0.862380384524274,0.3912034417144252,18.0,5.0,70,142,Pala 2,32.3
31,24,5.0,12.0,0.1810628991159644,0.39978774754224844,18.0,5.0,76,87,Pala 2,91.1
3,18,5.0,12.0,0.5442367576104175,0.7648895286111438,18.0,5.0,101,66,Pala 1,34.5
10,32,5.0,12.0,0.9505503719437564,0.49946213417291396,18.0,5.0,86,38,Pala 1,54.8
16,1,5.0,12.0,0.6253976298804127,0.7256554636438663,18.0,5.0,91,44,Pala 2,29.4
37,14,5.0,12.0,0.8169684504748762,0.5051912287527692,18.0,5.0,115,117,Pala 2,66.6
23,21,5.0,12.0,0.6535607255451928,0.5929053414052634,18.0,5.0,86,128,Pala 2,82.5
4,9,5.0,12.0,0.8393708635378904,0.7607146278696642,18.0,5.0,101,134,Pala 1,40.7
33,17,5.0,12.0,0.9444878798452436,0.6073087429212753,18.0,5.0,153,134,Pala 2,74.9
5,21,5.0,12.0,0.2729217275327368,0.6156151093887886,18.0,5.0,46,56,Pala 1,30.5
21,45,5.0,12.0,0.16966108125671886,0.7892195914275945,18.0,5.0,109,112,Pala 1,70.8
10,48,5.0,12.0,0.4839907503325399,0.9490868158193733,18.0,5.0,68,61,Pala 1,50.2
47,26,5.0,12.0,0.7018624268242158,0.37671615393533675,18.0,5.0,172,159,Pala 2,93.7
15,12,5.0,12.0,0.2271912531822161,0.5771171572259512,18.0,5.0,46,47,Pala 1,53.9
32,32,5.0,12.0,0.004101450430167075,0.0862731577335456,18.0,5.0,64,57,Pala 1,92.0
8,4,5.0,12.0,0.34293511583670533,0.3588038805688669,18.0,5.0,62,100,Pala 2,36.0
5,25,5.0,12.0,0.9688593354677885,0.412049225889386,18.0,5.0,175,146,Pala 1,45.2
15,12,5.0,12.0,0.6949674606058467,0.835237316824051,18.0,5.0,140,129,Pala 2,60.9
28,26,5.0,12.0,0.40132544394122394,0.5133924021256768,18.0,5.0,164,117,Pala 1,92.7
2,13,5.0,12.0,0.19257609734684034,0.7310663732984578,18.0,5.0,103,121,Pala 1,26.9
19,23,5.0,12.0,0.356089673754747,0.01900740002567136,18.0,5.0,127,68,Pala 1,65.1
35,2,5.0,12.0,0.16983943330124796,0.4644926696283156,18.0,5.0,47,161,Pala 2,32.8
18,46,5.0,12.0,0.10630582131295141,0.9013176651635842,18.0,5.0,52,81,Pala 1,65.9
25,48,5.0,12.0,0.9067423725725539,0.2243139093057851,18.0,5.0,177,151,Pala 1,93.2
2,29,5.0,12.0,0.9976503383754736,0.03152218530711293,18.0,5.0,60,97,Pala 1,27.6
18,34,5.0,12.0,0.1641144395957903,0.43340873371347644,18.0,5.0,43,86,Pala 1,61.5
19,47,5.0,12.0,0.054522558878279725,0.7044318206475954,18.0,5.0,52,42,Pala 1,67.6
31,13,5.0,12.0,0.32973110714621234,0.4544635068414695,18.0,5.0,31,92,Pala 2,60.6
6,11,5.0,12.0,0.4616591807614153,0.45997831351126583,18.0,5.0,102,100,Pala 1,36.8
40,27,5.0,12.0,0.20482124707585447,0.6698050412383195,18.0,5.0,88,52,Pala 2,92.6
32,43,5.0,12.0,0.30142491179855846,0.254388808283049,18.0,5.0,62,59,Pala 1,98.7
39,28,5.0,12.0,0.2008707356916577,0.7518897916419774,18.0,5.0,169,142,Pala 2,98.0
38,42,5.0,12.0,0.7742605684324513,0.15311353090573343,18.0,5.0,112,164,Pala 1,119.4
17,16,5.0,12.0,0.7125779432472608,0.3957506052859877,18.0,5.0,64,83,Pala 1,63.4
39,39,5.0,12.0,0.6349515157609817,0.656008108470918,18.0,5.0,70,138,Pala 1,127.3
0,48,5.0,12.0,0.38721785707920475,0.8283690072301977,18.0,5.0,139,174,Pala 1,28.8
10,20,5.0,12.0,0.909040941314236,0.7915310711650553,18.0,5.0,170,126,Pala 1,57.0
